TMDb ID,IMDb ID,Name on IMDb,Birth Name,Spouse Name,Spouse IMDb
44765,nm0000248,Edward D. Wood Jr.,Edward Davis Wood Jr.,Kathy Wood,/name/nm0939823?ref_=nmbio_sp_1
44792,nm0527350,William Lustig, Not Found , Not Found ,Not Found
44795,nm0480869,Art LaFleur, Not Found ,Shelley M. Friedman,Not Found
44796,nm0004706,Louie Anderson,Louie Perry Anderson,Louie Anderson,Not Found
44799,nm0014977,Franklyn Ajaye, Not Found , Not Found ,Not Found
44810,nm0924578,Carole White, Not Found , Not Found ,Not Found
44813,nm0005308,Cassandra Peterson, Not Found ,Mark Pierson,/name/nm0682790?ref_=nmbio_sp_1
44815,nm0132537,James B. Campbell,James Bartlett Campbell,James B. Campbell,/name/nm0682790?ref_=nmbio_sp_1
44816,nm0572370,Lee McLaughlin, Not Found , Not Found ,Not Found
44818,nm0373934,Ira Heiden,Ira Mathew Heiden,Ira Heiden,Not Found
44819,nm0392625,Mark Holton,Mark Douglas Holton,Mark Holton,Not Found
44822,nm0648381,Judd Omen, Not Found , Not Found ,Not Found
44823,nm0210915,Starletta DuPois, Not Found , Not Found ,Not Found
44827,nm0484842,Monte Landis,Max Landstein,Monte Landis,Not Found
44833,nm0456801,Gene Kirkwood, Not Found , Not Found ,Not Found
44838,nm0614515,Maurice Murphy,Maurice Meehan Murphy,Maurice Murphy,Not Found
44840,nm0141885,Richard Carter, Not Found ,Lindsey Carter,Not Found
44841,nm0821070,Henry De Vere Stacpoole, Not Found ,Florence Robson,Not Found
44843,nm0459165,Jeffrey Kleiser, Not Found , Not Found ,Not Found
44846,nm0580517,Gus Mercurio,Augustino Eugenio Mercurio,Rita,Not Found
44858,nm0003318,Howard Duff,Howard Green Duff,Judy Jenkinson,Not Found
44860,nm0718138,Steve Reinhardt, Not Found , Not Found ,Not Found
44865,nm0162948,Franco Citti, Not Found , Not Found ,Not Found
44866,nm0048982,Tom Baker,Thomas Stewart Baker,Sue Jerrard Baker,/name/nm1453933?ref_=nmbio_sp_1
44867,nm0692105,Edwin S. Porter,Edwin Stratton Porter,Caroline Ridinger,Not Found
44869,nm1145809,Scott Marble, Not Found ,Gracie F. Jones (actress),Not Found
44876,nm0807466,Blair Smith,James Blair Smith,Frances M. Collins,Not Found
44877,nm0055661,Justus D. Barnes, Not Found , Not Found ,Not Found
44878,nm0131750,Walter Cameron, Not Found , Not Found ,Not Found
44879,nm0432846,Nathan Juran,Naftuli Hertz Juran,Catherine Juran,Not Found
44880,nm0001908,Gilbert M. 'Broncho Billy' Anderson,Maxwell Henry Aronson,Mollie Schabbleman,Not Found
44881,nm0536781,George Maharis,George Maharias,George Maharis,Not Found
44883,nm0006428,Arlene Dahl,Arlene Carol Dahl,Marc Rosen,Not Found
44894,nm0738212,Guy Rolfe,Arthur Edwin Rolfe,Margaret Allworthy,/name/nm0021662?ref_=nmbio_sp_1
44922,nm0820852,Jim Staahl, Not Found ,Dani Douthette,/name/nm0235462?ref_=nmbio_sp_1
44955,nm0876603,Bill Tung, Not Found , Not Found ,Not Found
44957,nm0000877,Lamberto Bava, Not Found , Not Found ,Not Found
44958,nm0332417,Dardano Sacchetti, Not Found ,Elisa Briganti,/name/nm0108978?ref_=nmbio_sp_1
44959,nm0502264,Massimo Lentini, Not Found , Not Found ,Not Found
44967,nm0630453,Daria Nicolodi, Not Found , Not Found ,Not Found
44977,nm0714052,Carlo Reali, Not Found , Not Found ,Not Found
44986,nm0754669,Valeria Sabel, Not Found , Not Found ,Not Found
44993,nm0133917,Sergio Canevari, Not Found , Not Found ,Not Found
44995,nm0367630,Marshall Harvey, Not Found , Not Found ,Not Found
44998,nm0001249,Monique Gabrielle,Katherine Gonzalez,Tony Angove,/name/nm1333045?ref_=nmbio_sp_1
44999,nm0002079,Steve Forrest,William Forrest Andrews,Christine Carilas,/name/nm8309146?ref_=nmbio_sp_1
45035,nm0454475,B.B. King,Riley B. King,Sue Carol Hall,Not Found
45036,nm0525794,Piero Lulli, Not Found , Not Found ,Not Found
45055,nm0154804,Andrea Checchi, Not Found ,Erika Schwarze,Not Found
45090,nm0401528,Andrew Hulme, Not Found , Not Found ,Not Found
45119,nm0182551,George Costello, Not Found , Not Found ,Not Found
45164,nm0172256,David Collins, Not Found , Not Found ,Not Found
45200,nm0746705,Henry Rowland,Wolfram von Bock,Henry Rowland,Not Found
45210,nm0210587,Le Vicomte de Noailles,Charles de Noailles,Marie-Laure de Noailles,/name/nm0210588?ref_=nmbio_sp_1
45211,nm0418877,John Jarratt, Not Found ,Cody Jarratt,Not Found
45222,nm0001950,Steve Bisley, Not Found ,?,Not Found
45224,nm0119522,Joe Bugner,József Kreul Bugner,Marlene Bugner,/name/nm3740171?ref_=nmbio_sp_1
45229,nm0567760,Frank McDonald, Not Found , Not Found ,Not Found
45230,nm0001906,Kirk Alyn,John Feggo Jr.,Virginia O'Brien,/name/nm0639877?ref_=nmbio_sp_1
45232,nm0096968,Carroll Borland, Not Found ,Vernon John Parten,Not Found
45250,nm0712731,Aldo Ray,Aldo DaRe,Johanna Ray,/name/nm0712874?ref_=nmbio_sp_1
45252,nm0235077,Howard Douglas,Douglas Howard Gray Richardson,Howard Douglas,/name/nm0712874?ref_=nmbio_sp_1
45279,nm0546209,Theodore Marcuse,Theodore Carroll Marcuse,Theodore Marcuse,/name/nm0712874?ref_=nmbio_sp_1
45285,nm0958487,Albert Zugsmith, Not Found , Not Found ,Not Found
45288,nm0773311,Christiane Schmidtmer,Christel Schmidtmer,Christiane Schmidtmer,Not Found
45289,nm0541833,Fred Mandl, Not Found , Not Found ,Not Found
45290,nm0560932,Wayne Maunder,Wayne Ernest Maunder,Lucia Christine Maisto,Not Found
45291,nm0564059,Marianne McAndrew, Not Found ,Stewart Moss,/name/nm0609088?ref_=nmbio_sp_1
45308,nm0137023,Philip Carey,Eugene Joseph Carey,Colleen Marie Welch,Not Found
45329,nm0842855,Ken Swofford,Kenneth Charles Swofford,Barbara Ann Biggs,Not Found
45337,nm0850875,Chris Tashima, Not Found , Not Found ,Not Found
45363,nm0680767,Sam Phillips,Leslie Ann Phillips,T Bone Burnett,/name/nm0122439?ref_=nmbio_sp_1
45369,nm0001148,Troy Donahue,Merle Johnson Jr.,Vicky Taylor,Not Found
45378,nm0362249,Ty Hardin,Orison Whipple Hungerford Jr.,Caroline Pampu,Not Found
45380,nm0000922,Sandahl Bergman, Not Found ,Josh Taylor,/name/nm0852670?ref_=nmbio_sp_1
45392,nm0001947,Turhan Bey,Turhan Gilbert Selahattin Sahultavy,Turhan Bey,/name/nm0852670?ref_=nmbio_sp_1
45415,nm0844055,Cynthia Szigeti,Cynthia Carol Szigeti,Cynthia Szigeti,/name/nm0852670?ref_=nmbio_sp_1
45427,nm0001411,William Katt,William Theodore Katt,Danielle Hirsch,Not Found
45429,nm0259821,George Erschbamer, Not Found , Not Found ,Not Found
45430,nm0337592,Alex Green, Not Found , Not Found ,Not Found
45444,nm0110133,Gerry O'Hara, Not Found , Not Found ,Not Found
45453,nm0681419,Ulrich Picard, Not Found , Not Found ,Not Found
45454,nm0111376,Eleanor Bron, Not Found ,Cedric Price,Not Found
45455,nm0585501,Gabrielle Middleton, Not Found , Not Found ,Not Found
45456,nm0180498,Judy Cornwell,Judy Valerie Cornwell,John Kelsall Parry,Not Found
45457,nm0383826,Irène Hilda,Irène Hilda Levitt,Irène Hilda,Not Found
45458,nm0429744,Dominique Joos, Not Found , Not Found ,Not Found
45461,nm1021624,Clarissa Hillel, Not Found , Not Found ,Not Found
45463,nm0276145,Henry Fielding, Not Found ,Mary Daniel,Not Found
45465,nm0007406,Angela Aames,Lois Marie Tlustos,Mark Haughland,Not Found
45466,nm0262725,Edith Evans,Edith Mary Evans,George Booth,Not Found
45467,nm0339343,Joan Greenwood,Joan Mary W. Greenwood,André Morell,/name/nm0603682?ref_=nmbio_sp_1
45468,nm0162284,Diane Cilento, Not Found ,Anthony Shaffer,/name/nm0787289?ref_=nmbio_sp_1
45469,nm0222627,George Devine, Not Found ,Sophie Devine,/name/nm0222671?ref_=nmbio_sp_1
45470,nm0421128,Claudia Jennings,Mary Eileen Chesterton,Claudia Jennings,/name/nm0222671?ref_=nmbio_sp_1
45479,nm0428394,Jocelyn Jones, Not Found ,Miles Watkins,/name/nm0914370?ref_=nmbio_sp_1
45480,nm0498901,Robert Lefebvre,Robert Gerard Charles Le Febvre,Robert Lefebvre,/name/nm0914370?ref_=nmbio_sp_1
45502,nm0807679,Cheryl Smith,Cheryl Lynn Smith,Cheryl Smith,/name/nm0914370?ref_=nmbio_sp_1
45505,nm0484848,Luanne Roberts, Not Found , Not Found ,Not Found
45523,nm0240452,Brainerd Duffield, Not Found , Not Found ,Not Found
45524,nm0444321,Lila Kedrova, Not Found ,Richard Howard,/name/nm2160181?ref_=nmbio_sp_1
45525,nm0271544,Hansjörg Felmy, Not Found ,Claudia Wedekind,/name/nm0917146?ref_=nmbio_sp_1
45526,nm0590123,Mort Mills,Mortimer Morris Kaplan,Elizabeth (Betty) Dellball Pentland,Not Found
45532,nm0176804,Carolyn Conwell, Not Found , Not Found ,Not Found
45572,nm0182884,Anne-Marie Cotret, Not Found , Not Found ,Not Found
45579,nm0219959,Ruggero Deodato, Not Found ,Silvia Dionisio,/name/nm0227967?ref_=nmbio_sp_1
45581,nm0198419,Candice Daly,Candice Mia Daly,Bertrand Triguer,/name/nm0872793?ref_=nmbio_sp_1
45582,nm0301330,Jim Gaines,James Larry M. Gaines Jr,Jim Gaines,/name/nm0872793?ref_=nmbio_sp_1
45587,nm0933311,Don Wilson, Not Found ,Lois Corbett,/name/nm1724258?ref_=nmbio_sp_1
45591,nm0791790,Jack Shepherd, Not Found ,Ann Scott,/name/nm0778840?ref_=nmbio_sp_1
45593,nm0201871,Uma Das Gupta, Not Found , Not Found ,Not Found
45603,nm0222447,Chunibala Devi, Not Found , Not Found ,Not Found
45611,nm0131436,Joey Camen, Not Found , Not Found ,Not Found
45621,nm0566588,Pat McCormick,Arley D. McCormick,Pat McCormick,Not Found
45648,nm0283780,Ladislas Fodor, Not Found , Not Found ,Not Found
45649,nm0863374,Emma Tillinger Koskoff, Not Found , Not Found ,Not Found
45670,nm0054077,Paris Barclay, Not Found ,Christopher Mason,Not Found
45671,nm0006214,Bruno Nicolai, Not Found , Not Found ,Not Found
45702,nm0005908,Luciano Trasatti, Not Found , Not Found ,Not Found
45716,nm0809551,Paul Martin Smith, Not Found ,Valerie Aikman Smith,/name/nm3144530?ref_=nmbio_sp_1
45753,nm0757387,Oskar Sala, Not Found , Not Found ,Not Found
45817,nm1869872,Lyne Renee, Not Found , Not Found ,Not Found
45827,nm0088747,Lawrence Block, Not Found , Not Found ,Not Found
45829,nm2230865,Ashley Greene,Ashley Michele Greene,Paul Khoury,/name/nm4999566?ref_=nmbio_sp_1
45830,nm0795121,Trevor Short, Not Found , Not Found ,Not Found
45841,nm0227234,Danny Dimbort, Not Found , Not Found ,Not Found
45861,nm0170283,Joanna Colbert, Not Found , Not Found ,Not Found
45862,nm0414930,Tom Jacobson, Not Found ,Susan Arnold,/name/nm0036641?ref_=nmbio_sp_1
45863,nm0829007,Michael A. Stevenson, Not Found , Not Found ,Not Found
45864,nm0005368,Doris Roberts,Doris May Green,William Goyen,/name/nm0333058?ref_=nmbio_sp_1
45865,nm0121186,Cody Burger,Cody Michael Burger,Cody Burger,/name/nm0333058?ref_=nmbio_sp_1
45917,nm0490477,Ellen Latzen, Not Found , Not Found ,Not Found
45963,nm0095825,Ian Boothby, Not Found , Not Found ,Not Found
45982,nm0003130,Bernie Abramson, Not Found , Not Found ,Not Found
45984,nm0814773,Alberto Sordi, Not Found , Not Found ,Not Found
46008,nm0119411,Aldo Bufi Landi, Not Found ,Clara Bindi,/name/nm0082825?ref_=nmbio_sp_1
46080,nm0641839,Carroll Timothy O'Meara, Not Found , Not Found ,Not Found
46082,nm0489876,James Lassiter, Not Found , Not Found ,Not Found
46084,nm0399176,Martin Hubbard, Not Found , Not Found ,Not Found
46098,nm0492674,Christopher Lawrence, Not Found , Not Found ,Not Found
46099,nm0626350,Cathleen Nesbitt,Kathleen Mary Nesbitt,Cecil Ramage,/name/nm0707922?ref_=nmbio_sp_1
46100,nm0697733,William Prince,William LeRoy Prince,Augusta Dabney,/name/nm0196419?ref_=nmbio_sp_1
46111,nm0499792,John Lehne, Not Found , Not Found ,Not Found
46230,nm0718498,Hein Riess, Not Found , Not Found ,Not Found
46234,nm0651915,Nagisa Ôshima, Not Found ,Akiko Koyama,/name/nm0468699?ref_=nmbio_sp_1
46238,nm0589865,Willy Millowitsch, Not Found ,Gerda Feldhoff,Not Found
46318,nm0881572,Keiichi Uraoka, Not Found ,Yukiko,Not Found
46323,nm0849282,Edward Tang, Not Found , Not Found ,Not Found
46326,nm0159494,Raymond Chow,Zou Wenhuai,Raymond Chow,Not Found
46339,nm0156541,Peter Cheung, Not Found , Not Found ,Not Found
46346,nm0936281,Walter Wischniewsky, Not Found , Not Found ,Not Found
46347,nm0877822,Rich Turner, Not Found , Not Found ,Not Found
46360,nm0323065,Liz Glotzer, Not Found , Not Found ,Not Found
46394,nm0578392,Gregory S. Melton, Not Found ,Giovanna Ottobre-Melton,/name/nm0578391?ref_=nmbio_sp_1
46411,nm0330917,Mel Gorham,Marilyn Louise Schnaer,Anthony Fasanella,Not Found
46418,nm0195091,Enzo D'Ambrosio,Vincenzo D'Ambrosio,Enzo D'Ambrosio,Not Found
46443,nm0461658,Mickey Knox,Abraham Knox,Mickey Knox,Not Found
46470,nm0064579,Charles Beaumont,Charles Leroy Nutt,Charles Beaumont,Not Found
46475,nm0752485,Cornelius Ryan, Not Found , Not Found ,Not Found
46499,nm0577616,Patrice Melennec, Not Found , Not Found ,Not Found
46501,nm0754084,Ernst Rückert,Anton Ernst Rücker,Ernst Rückert,Not Found
46530,nm0903189,Hertha von Walther, Not Found , Not Found ,Not Found
46545,nm0002123,Adam Hann-Byrd, Not Found ,Dara Epstein,Not Found
46546,nm0321407,Carlo Giustini, Not Found , Not Found ,Not Found
46555,nm0033982,Ugo Sasso,Ugo Sasso,Ugo Sasso,Not Found
46585,nm0727976,Kurt Ripberger, Not Found , Not Found ,Not Found
46589,nm0818661,Manfred Spies, Not Found , Not Found ,Not Found
46597,nm0360341,Mary Claire Hannan, Not Found , Not Found ,Not Found
46602,nm0532298,Ali MacGraw,Elizabeth Alice MacGraw,Steve McQueen,/name/nm0000537?ref_=nmbio_sp_1
46604,nm0918518,Fred Weintraub,Fred Robert Weintraub,Jackie Weintraub,/name/nm0918520?ref_=nmbio_sp_1
46605,nm0827827,Richard Martin Stern, Not Found ,Dorothy,Not Found
46606,nm0778743,Thomas N. Scortia,Thomas Nicholas Scortia,Thomas N. Scortia,Not Found
46608,nm0732631,Frank M. Robinson,Frank Malcolm Robinson,Frank M. Robinson,Not Found
46610,nm0714746,Jack N. Reddish,Jack Nichols Reddish,Paula Katz Leitman,Not Found
46611,nm0027355,Robert Anderson,Robert Woodruff Anderson,Teresa Wright,/name/nm0942863?ref_=nmbio_sp_1
46612,nm0165412,James Clavell,Charles Edmund DuMaresq de Clavelle,April Stride,/name/nm0834435?ref_=nmbio_sp_1
46617,nm0164727,David Clarke,David Gainey Clarke,Nora Dunfee,/name/nm0242216?ref_=nmbio_sp_1
46619,nm0526946,Ida Lupino, Not Found ,Howard Duff,/name/nm0003318?ref_=nmbio_sp_1
46620,nm0741775,Jeb Rosebrook,Jeb John Rosebrook,Dorothy Rosebrook,Not Found
46621,nm0712419,Irving Ravetch,Irving Dover Ravetch,Harriet Frank Jr.,/name/nm0290809?ref_=nmbio_sp_1
46636,nm0290809,Harriet Frank Jr., Not Found ,Irving Ravetch,/name/nm0712419?ref_=nmbio_sp_1
46687,nm0489798,Dagmar Lassander,Dagmar Regine Hader,Dagmar Lassander,/name/nm0712419?ref_=nmbio_sp_1
46711,nm0902868,Sigrid von Richthofen,Sigrid Blanca Ingeborg Johanson,Samuel Ulrich Wilhelm Manfred Graf von Richthofen-Seichau,Not Found
46712,nm0445290,Robert Keith,Rolland Keith Richey,Dorothy Tierney,Not Found
46714,nm0802862,Douglas Sirk,Hans Detlef Sierck,Hilde Jary,/name/nm1342638?ref_=nmbio_sp_1
46735,nm0928623,Robert Wilder, Not Found , Not Found ,Not Found
46736,nm0381271,Guido Herzfeld, Not Found , Not Found ,Not Found
46737,nm0262134,Karl Etlinger, Not Found ,Margarethe Horn,Not Found
46739,nm0936941,Heinrich Witte, Not Found , Not Found ,Not Found
46740,nm2345669,Eric van Viele, Not Found , Not Found ,Not Found
46759,nm0775173,Fanny Schreck,Franziska Ott,Max Schreck,/name/nm0775180?ref_=nmbio_sp_1
46775,nm0168786,Josef Coesfeld, Not Found , Not Found ,Not Found
46776,nm0228039,Christian Dior, Not Found , Not Found ,Not Found
46780,nm0953872,Jean Zay, Not Found , Not Found ,Not Found
46842,nm0002058,Samantha Eggar,Victoria Louise Samantha Marie Elizabeth Therese Eggar,Tom Stern,/name/nm0827870?ref_=nmbio_sp_1
46871,nm0297529,Werner Fuetterer, Not Found , Not Found ,Not Found
46872,nm0408748,Sylvia Ingemarsson,Sylvia Maria Ingemarsdotter,Sylvia Ingemarsson,Not Found
46876,nm0006281,Robert Schumann,Robert Alexander Schumann,Clara Schumann,/name/nm1179174?ref_=nmbio_sp_1
46920,nm0903623,Marik Vos-Lundh, Not Found , Not Found ,Not Found
46921,nm0516127,Sam Lloyd,Samuel Lloyd,Vanessa Lloyd,Not Found
46924,nm0413052,Michael Jace, Not Found ,April Denise Laune,Not Found
46929,nm0202131,Alex Datcher,Cynthia Alex Datcher,Alex Datcher,Not Found
46930,nm0171583,Ivonne Coll, Not Found , Not Found ,Not Found
46934,nm0636839,Frank Novak, Not Found , Not Found ,Not Found
46935,nm0854042,Monique Teisseire, Not Found , Not Found ,Not Found
46936,nm0674629,Mireille Perrey,Camille Mireille Perret,Mireille Perrey,Not Found
46937,nm0584879,Marc Michel,Michaux Max Ernest Marie,Marc Michel,Not Found
46938,nm0267833,Ellen Farner, Not Found , Not Found ,Not Found
46939,nm0128143,Pierre Caden, Not Found , Not Found ,Not Found
46943,nm0233432,Jean-Pierre Dorat, Not Found , Not Found ,Not Found
46944,nm0159137,Kathleen Chopin, Not Found , Not Found ,Not Found
46952,nm0497891,Michele Lee,Michelle Lee Dusick,Fred A. Rappoport,/name/nm0710936?ref_=nmbio_sp_1
46993,nm0830638,David Stiven, Not Found , Not Found ,Not Found
46994,nm0818416,Sam Spewack, Not Found ,Bella Spewack,/name/nm0818415?ref_=nmbio_sp_1
46999,nm0818415,Bella Spewack,Bella Cohen,Sam Spewack,/name/nm0818416?ref_=nmbio_sp_1
47000,nm0486732,David Langton,Basil Muir Langton-Dodds,Claire Green,Not Found
47001,nm0894710,Richard Vernon,Richard Evelyn Vernon,Benedicta Leigh,/name/nm0500179?ref_=nmbio_sp_1
47005,nm0589992,Frank Mills, Not Found , Not Found ,Not Found
47014,nm0851930,Alan Taylor, Not Found ,Nicki Ledermann,/name/nm0496525?ref_=nmbio_sp_1
47017,nm0255576,Derek Elphinstone,Derek Eldred Montague Elphinstone,Daphne Elphinstone,/name/nm0255575?ref_=nmbio_sp_1
47029,nm0758151,John Salew,John Rylett Salew,John Salew,/name/nm0255575?ref_=nmbio_sp_1
47030,nm0384897,Max Hiller,Julius Wilhelm Max Hiller,Max Hiller,/name/nm0255575?ref_=nmbio_sp_1
47031,nm0007207,Hans Unterkircher, Not Found , Not Found ,Not Found
47032,nm0885030,Hermann Vallentin, Not Found , Not Found ,Not Found
47039,nm0476130,Emilie Kurz, Not Found , Not Found ,Not Found
47076,nm0586015,Totò Mignone,Ottone Mignone,Totò Mignone,Not Found
47077,nm0240934,Pat Duggan, Not Found , Not Found ,Not Found
47079,nm0027380,Roland Anderson,Roland Rupert Anderson,Dorothee,Not Found
47080,nm0046359,John Baer, Not Found ,Noureen Jauregui,Not Found
47085,nm0847993,Gloria Talbott,Gloria Maude Talbott,Patrick Mullally,Not Found
47086,nm0349749,Ronald Guttman, Not Found , Not Found ,Not Found
47087,nm0415167,Norbert Jacques, Not Found ,Maria Jäger,Not Found
47088,nm0253301,Konrad Elfers, Not Found , Not Found ,Not Found
47096,nm1487974,Osmán Pérez Freire, Not Found , Not Found ,Not Found
47098,nm0002032,Roger Daltrey,Roger Harry Daltrey,Heather Daltrey,/name/nm1212735?ref_=nmbio_sp_1
47111,nm0870228,Pete Townshend,Peter Dennis Blandford Townshend,Karen Astley,Not Found
47113,nm0061713,Yves Baudrier, Not Found , Not Found ,Not Found
47114,nm0600972,Brian Moore, Not Found ,Jean Denney,Not Found
47115,nm0912860,John F. Warren, Not Found ,Rita ?,Not Found
47137,nm0388833,Bud Hoffman,William H. Hoffman,Cary Randolph Sheets,Not Found
47138,nm0642675,Milo O'Shea,Milo Donal O'shea,Kitty O'Sullivan,/name/nm3399848?ref_=nmbio_sp_1
47139,nm0382411,Pat Heywood,Patricia Heywood,Oliver Neville,/name/nm0627466?ref_=nmbio_sp_1
47140,nm0362557,Paul Hardwick,Paul Victor Hardwick,Paul Hardwick,/name/nm0627466?ref_=nmbio_sp_1
47141,nm0663678,Natasha Parry,Natalie Wills,Peter Brook,/name/nm0111656?ref_=nmbio_sp_1
47165,nm0682524,Antonio Pierfederici, Not Found , Not Found ,Not Found
47169,nm0706760,Marlene Rahn, Not Found , Not Found ,Not Found
47170,nm0919684,Gertrude Welcker, Not Found , Not Found ,Not Found
47171,nm0725332,Paul Richter,Paul Martin Edward Richter,Elisabeth Hölzl,Not Found
47172,nm0287008,Robert Forster-Larrinaga, Not Found , Not Found ,Not Found
47173,nm0772300,Hans Adalbert Schlettow,Hans Adelbert Droescher von Schlettow,Hans Adalbert Schlettow,Not Found
47178,nm0074186,Grete Berger, Not Found ,Hanns Heinz Ewers,Not Found
47211,nm0285391,Ralph Forbes,Ralph Taylor,Dora Sayers,/name/nm5271286?ref_=nmbio_sp_1
47218,nm0002591,Carl Drews, Not Found , Not Found ,Not Found
47248,nm0499164,Ernst Legal, Not Found , Not Found ,Not Found
47272,nm0770231,Willy Schatz,Wilhelm Schatz,Willy Schatz,Not Found
47275,nm0720587,Raoul Retzer,Raoul Richard Karl Pollitzer,Raoul Retzer,Not Found
47288,nm0005759,Lajos Koltai, Not Found ,Katalin Bordas,Not Found
47305,nm0262639,Cindy Evans, Not Found , Not Found ,Not Found
47313,nm0432721,Hans Junkermann,Hans Ferdinand Junkermann,Julia Serda,/name/nm0784913?ref_=nmbio_sp_1
47337,nm0880946,Emilia Unda, Not Found , Not Found ,Not Found
47365,nm0201462,Gérard Darmon, Not Found ,Mathilda May,/name/nm0000528?ref_=nmbio_sp_1
47368,nm1023578,Walter Hamada, Not Found , Not Found ,Not Found
47373,nm0005538,Barry Watson,Michael Barrett Watson,Natasha Gregson Wagner,/name/nm0906031?ref_=nmbio_sp_1
47379,nm0015899,Robert Alan Aurthur, Not Found ,Jane Wetherell,Not Found
47380,nm0801577,Betty Sinclair, Not Found , Not Found ,Not Found
47381,nm0364727,Gordon Harris,George Allenby Harris,Gordon Harris,Not Found
47383,nm0235135,Katya Douglas, Not Found , Not Found ,Not Found
47384,nm0398233,Noel Howlett,Arthur Noel Howlett,Noel Howlett,Not Found
